instances,SUNNY
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,60.180854999999994
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,87.9175
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,160.0684
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1851.02
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,75.51956000000001
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,70.13796899999998
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,11.4627
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,50000
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,93.0959
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,100.75192
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,871.338
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,7.320995000000001
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,103.75280000000001
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,83.00319999999999
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,85.22659999999999
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,7.293965
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,328.308
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,50000
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,50000
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,864.668
